Numero nacional;Pokemon;Seccion;Modo;Tablero;Zona;Metodo;Flechas;Porcentaje referencia;Detalle
170;Chinchou;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;8%;
170;Chinchou;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
170;Chinchou;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;5,33%;
171;Lanturn;Normal;;;;Evolucion;;;Evolucion de Chinchou
172;Pichu;Especial;Gen 2;Zafiro;Lake;Caza;2;14,29%;
172;Pichu;Especial;Gen 2;Ruby;City;Caza;3;12,5%;
172;Pichu;Especial;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
172;Pichu;Especial;RANDOM;Zafiro;Lake;Candidato a caza;;;2 flechas
172;Pichu;Especial;;;;Especial;;;"Huevo especial heredado, ambos tableros, fuera de Gen 4: al menos 5 capturas/evoluciones y no ser el ultimo huevo. El codigo actual usa 2% sin mejora e-Reader y 1% con ella; forcePichuEgg puede forzarlo. Sus rutas ordinarias, si las hay, se muestran debajo."
173;Cleffa;Normal;Gen 2;Ruby;City;Caza;3;12,5%;
173;Cleffa;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
173;Cleffa;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
173;Cleffa;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;12%;
173;Cleffa;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
173;Cleffa;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
174;Igglybuff;Normal;Gen 2;Ruby;City;Caza;3;12,5%;
174;Igglybuff;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
174;Igglybuff;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
174;Igglybuff;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
174;Igglybuff;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
174;Igglybuff;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
174;Igglybuff;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
174;Igglybuff;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
175;Togepi;Normal;Gen 2;Ruby;Forest;Caza;3;12,5%;
175;Togepi;Normal;Gen 2;Zafiro;Forest;Caza;3;12,5%;
175;Togepi;Normal;Gen 2;Ruby;City;Caza;2;12,5%;
175;Togepi;Normal;Gen 2;Ruby;City;Caza;3;12,5%;
175;Togepi;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
175;Togepi;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;3 flechas
175;Togepi;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;3 flechas
175;Togepi;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;12%;
175;Togepi;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
175;Togepi;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;4%;
175;Togepi;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;4%;
175;Togepi;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;5,33%;
175;Togepi;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
176;Togetic;Normal;;;;Evolucion;;;Evolucion de Togepi
177;Natu;Normal;Gen 2;Ruby;Safari Zone;Caza;2;14,08%;
177;Natu;Normal;Gen 2;Ruby;Safari Zone;Caza;3;14,08%;
177;Natu;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
177;Natu;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
177;Natu;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
177;Natu;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
177;Natu;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
177;Natu;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
177;Natu;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
177;Natu;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
177;Natu;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
178;Xatu;Normal;Gen 2;Ruby;Ruin;Caza;2;16,67%;
178;Xatu;Normal;Gen 2;Ruby;Ruin;Caza;3;14,08%;
178;Xatu;Normal;Gen 2;Zafiro;Ruin;Caza;2;16,67%;
178;Xatu;Normal;Gen 2;Zafiro;Ruin;Caza;3;14,08%;
178;Xatu;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
178;Xatu;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
178;Xatu;Normal;;;;Evolucion;;;Evolucion de Natu
179;Mareep;Normal;Gen 2;Ruby;Plains;Caza;2;12,5%;
179;Mareep;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
179;Mareep;Normal;Gen 2;Zafiro;Plains;Caza;2;12,5%;
179;Mareep;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
179;Mareep;Normal;Gen 2;Zafiro;Wilderness;Caza;2;14,29%;
179;Mareep;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
179;Mareep;Normal;Gen 2;Ruby;City;Caza;2;12,5%;
179;Mareep;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
179;Mareep;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
179;Mareep;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
179;Mareep;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
180;Flaaffy;Normal;;;;Evolucion;;;Evolucion de Mareep
181;Ampharos;Normal;Gen 2;Ruby;Cave;Caza;3;14,29%;
181;Ampharos;Normal;Gen 2;Zafiro;Cave;Caza;3;14,29%;
181;Ampharos;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
181;Ampharos;Normal;Gen 2;Ruby;Ruin;Caza;2;16,67%;
181;Ampharos;Normal;Gen 2;Ruby;Ruin;Caza;3;14,08%;
181;Ampharos;Normal;Gen 2;Zafiro;Ruin;Caza;2;16,67%;
181;Ampharos;Normal;Gen 2;Zafiro;Ruin;Caza;3;14,08%;
181;Ampharos;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;3 flechas
181;Ampharos;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
181;Ampharos;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;3 flechas
181;Ampharos;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
181;Ampharos;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;3 flechas
181;Ampharos;Normal;;;;Evolucion;;;Evolucion de Flaaffy
182;Bellossom;Normal;;;;Evolucion;;;Evolucion de Gloom (Zafiro)
183;Marill;Normal;Gen 2;Zafiro;Lake;Caza;2;14,29%;
183;Marill;Normal;Gen 2;Zafiro;Lake;Caza;3;14,29%;
183;Marill;Normal;Gen 3;Zafiro;Lake;Caza;2;19,61%;
183;Marill;Normal;Gen 3;Zafiro;Lake;Caza;3;19,61%;
183;Marill;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
183;Marill;Normal;;;;Evolucion;;;Evolucion de Azurill
184;Azumarill;Normal;;;;Evolucion;;;Evolucion de Marill
185;Sudowoodo;Normal;Gen 2;Ruby;Safari Zone;Caza;2;14,08%;
185;Sudowoodo;Normal;Gen 2;Ruby;Safari Zone;Caza;3;14,08%;
185;Sudowoodo;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
185;Sudowoodo;Normal;;;;Evolucion;;;Evolucion de Bonsly
186;Politoed;Normal;;;;Evolucion;;;Evolucion de Poliwhirl (Zafiro)
187;Hoppip;Normal;Gen 2;Ruby;Forest;Caza;2;12,5%;
187;Hoppip;Normal;Gen 2;Ruby;Forest;Caza;3;12,5%;
187;Hoppip;Normal;Gen 2;Zafiro;Forest;Caza;2;12,5%;
187;Hoppip;Normal;Gen 2;Zafiro;Forest;Caza;3;12,5%;
187;Hoppip;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
187;Hoppip;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
188;Skiploom;Normal;;;;Evolucion;;;Evolucion de Hoppip
189;Jumpluff;Normal;;;;Evolucion;;;Evolucion de Skiploom
190;Aipom;Normal;Gen 2;Ruby;Plains;Caza;2;12,5%;
190;Aipom;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
190;Aipom;Normal;Gen 2;Zafiro;Plains;Caza;2;12,5%;
190;Aipom;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
190;Aipom;Normal;Gen 2;Ruby;City;Caza;2;12,5%;
190;Aipom;Normal;Gen 2;Ruby;City;Caza;3;12,5%;
190;Aipom;Normal;Gen 4;Ruby;Forest;Caza;2;12,5%;
190;Aipom;Normal;Gen 4;Ruby;Forest;Caza;3;12,5%;
190;Aipom;Normal;Gen 4;Zafiro;Forest;Caza;2;12,5%;
190;Aipom;Normal;Gen 4;Zafiro;Forest;Caza;3;12,5%;
190;Aipom;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
190;Aipom;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
190;Aipom;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
190;Aipom;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
190;Aipom;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
191;Sunkern;Normal;Gen 2;Ruby;Forest;Caza;2;12,5%;
191;Sunkern;Normal;Gen 2;Ruby;Forest;Caza;3;12,5%;
191;Sunkern;Normal;Gen 2;Zafiro;Forest;Caza;2;12,5%;
191;Sunkern;Normal;Gen 2;Zafiro;Forest;Caza;3;12,5%;
191;Sunkern;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
191;Sunkern;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
192;Sunflora;Normal;;;;Evolucion;;;Evolucion de Sunkern
193;Yanma;Normal;Gen 2;Ruby;Safari Zone;Caza;2;14,08%;
193;Yanma;Normal;Gen 2;Ruby;Safari Zone;Caza;3;14,08%;
193;Yanma;Normal;Gen 4;Ruby;Plains;Caza;3;12,5%;
193;Yanma;Normal;Gen 4;Zafiro;Plains;Caza;3;12,5%;
193;Yanma;Normal;Gen 4;Ruby;Safari Zone;Caza;2;12,5%;
193;Yanma;Normal;Gen 4;Ruby;Safari Zone;Caza;3;12,5%;
193;Yanma;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
193;Yanma;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
193;Yanma;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;3 flechas
193;Yanma;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
193;Yanma;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
193;Yanma;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;3 flechas
194;Wooper;Normal;Gen 2;Ruby;Ocean;Caza;2;14,29%;
194;Wooper;Normal;Gen 2;Ruby;Ocean;Caza;3;12,5%;
194;Wooper;Normal;Gen 2;Zafiro;Ocean;Caza;2;14,29%;
194;Wooper;Normal;Gen 2;Zafiro;Ocean;Caza;3;12,5%;
194;Wooper;Normal;Gen 2;Zafiro;Lake;Caza;2;14,29%;
194;Wooper;Normal;Gen 2;Zafiro;Lake;Caza;3;14,29%;
194;Wooper;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
194;Wooper;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
194;Wooper;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
195;Quagsire;Normal;Gen 2;Zafiro;Lake;Caza;3;14,29%;
195;Quagsire;Normal;Gen 2;Ruby;Ruin;Caza;2;16,67%;
195;Quagsire;Normal;Gen 2;Ruby;Ruin;Caza;3;14,08%;
195;Quagsire;Normal;Gen 2;Zafiro;Ruin;Caza;2;16,67%;
195;Quagsire;Normal;Gen 2;Zafiro;Ruin;Caza;3;14,08%;
195;Quagsire;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
195;Quagsire;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
195;Quagsire;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;3 flechas
195;Quagsire;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;3 flechas
195;Quagsire;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
195;Quagsire;Normal;;;;Evolucion;;;Evolucion de Wooper
196;Espeon;Normal;;;;Evolucion;;;Evolucion de Eevee (Gen 2 o RANDOM, Plains de ambos tableros)
197;Umbreon;Normal;;;;Evolucion;;;Evolucion de Eevee (Gen 2 o RANDOM, Ruin de ambos tableros)
198;Murkrow;Normal;Gen 2;Ruby;Safari Zone;Caza;2;14,08%;
198;Murkrow;Normal;Gen 2;Ruby;Safari Zone;Caza;3;14,08%;
198;Murkrow;Normal;Gen 2;Ruby;City;Caza;2;12,5%;
198;Murkrow;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
198;Murkrow;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
198;Murkrow;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
198;Murkrow;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
198;Murkrow;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
198;Murkrow;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
198;Murkrow;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
198;Murkrow;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
199;Slowking;Normal;;;;Evolucion;;;Evolucion de Slowpoke (Zafiro)
200;Misdreavus;Normal;Gen 2;Ruby;Safari Zone;Caza;2;14,08%;
200;Misdreavus;Normal;Gen 2;Ruby;Safari Zone;Caza;3;14,08%;
200;Misdreavus;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
200;Misdreavus;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
200;Misdreavus;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
200;Misdreavus;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
200;Misdreavus;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
200;Misdreavus;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
200;Misdreavus;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
201;Unown;Normal;Gen 2;Ruby;Safari Zone;Caza;2;14,08%;
201;Unown;Normal;Gen 2;Ruby;Safari Zone;Caza;3;14,08%;
201;Unown;Normal;Gen 2;Ruby;Ruin;Caza;2;16,67%;
201;Unown;Normal;Gen 2;Ruby;Ruin;Caza;3;14,08%;
201;Unown;Normal;Gen 2;Zafiro;Ruin;Caza;2;16,67%;
201;Unown;Normal;Gen 2;Zafiro;Ruin;Caza;3;14,08%;
201;Unown;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
201;Unown;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
201;Unown;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
202;Wobbuffet;Normal;Gen 2;Ruby;Safari Zone;Caza;2;1,41%;
202;Wobbuffet;Normal;Gen 2;Ruby;Safari Zone;Caza;3;1,41%;
202;Wobbuffet;Normal;Gen 3;Ruby;Safari Zone;Caza;2;1,64%;
202;Wobbuffet;Normal;Gen 3;Ruby;Safari Zone;Caza;3;1,64%;
202;Wobbuffet;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
202;Wobbuffet;Normal;;;;Evolucion;;;Evolucion de Wynaut
203;Girafarig;Normal;Gen 2;Ruby;Plains;Caza;2;12,5%;
203;Girafarig;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
203;Girafarig;Normal;Gen 2;Zafiro;Plains;Caza;2;12,5%;
203;Girafarig;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
203;Girafarig;Normal;Gen 3;Ruby;Safari Zone;Caza;2;16,39%;
203;Girafarig;Normal;Gen 3;Ruby;Safari Zone;Caza;3;16,39%;
203;Girafarig;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
203;Girafarig;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
203;Girafarig;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
204;Pineco;Normal;Gen 2;Ruby;Forest;Caza;2;12,5%;
204;Pineco;Normal;Gen 2;Zafiro;Forest;Caza;2;12,5%;
204;Pineco;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2 flechas
204;Pineco;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2 flechas
205;Forretress;Normal;;;;Evolucion;;;Evolucion de Pineco
206;Dunsparce;Normal;Gen 2;Ruby;Plains;Caza;2;12,5%;
206;Dunsparce;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
206;Dunsparce;Normal;Gen 2;Zafiro;Plains;Caza;2;12,5%;
206;Dunsparce;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
206;Dunsparce;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
206;Dunsparce;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
207;Gligar;Normal;Gen 2;Ruby;Cave;Caza;2;14,29%;
207;Gligar;Normal;Gen 2;Ruby;Cave;Caza;3;14,29%;
207;Gligar;Normal;Gen 2;Zafiro;Cave;Caza;2;14,29%;
207;Gligar;Normal;Gen 2;Zafiro;Cave;Caza;3;14,29%;
207;Gligar;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
207;Gligar;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
207;Gligar;Normal;Gen 4;Ruby;Cave;Caza;2;14,08%;
207;Gligar;Normal;Gen 4;Ruby;Cave;Caza;3;14,08%;
207;Gligar;Normal;Gen 4;Zafiro;Cave;Caza;2;14,08%;
207;Gligar;Normal;Gen 4;Zafiro;Cave;Caza;3;14,08%;
207;Gligar;Normal;Gen 4;Ruby;Volcano;Caza;2;12,5%;
207;Gligar;Normal;Gen 4;Ruby;Volcano;Caza;3;14,08%;
207;Gligar;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
207;Gligar;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
207;Gligar;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
207;Gligar;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
208;Steelix;Normal;;;;Evolucion;;;Evolucion de Onix
209;Snubbull;Normal;Gen 2;Ruby;Plains;Caza;2;12,5%;
209;Snubbull;Normal;Gen 2;Ruby;Plains;Caza;3;12,5%;
209;Snubbull;Normal;Gen 2;Zafiro;Plains;Caza;2;12,5%;
209;Snubbull;Normal;Gen 2;Zafiro;Plains;Caza;3;12,5%;
209;Snubbull;Normal;Gen 2;Zafiro;Wilderness;Caza;2;14,29%;
209;Snubbull;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
209;Snubbull;Normal;Gen 2;Ruby;City;Caza;2;12,5%;
209;Snubbull;Normal;Gen 2;Ruby;City;Caza;3;12,5%;
209;Snubbull;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
209;Snubbull;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
209;Snubbull;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
209;Snubbull;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
210;Granbull;Normal;;;;Evolucion;;;Evolucion de Snubbull
211;Qwilfish;Normal;Gen 2;Ruby;Ocean;Caza;2;14,29%;
211;Qwilfish;Normal;Gen 2;Ruby;Ocean;Caza;3;12,5%;
211;Qwilfish;Normal;Gen 2;Zafiro;Ocean;Caza;2;14,29%;
211;Qwilfish;Normal;Gen 2;Zafiro;Ocean;Caza;3;12,5%;
211;Qwilfish;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
211;Qwilfish;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
212;Scizor;Normal;;;;Evolucion;;;Evolucion de Scyther
213;Shuckle;Normal;Gen 2;Ruby;Cave;Caza;2;14,29%;
213;Shuckle;Normal;Gen 2;Ruby;Cave;Caza;3;14,29%;
213;Shuckle;Normal;Gen 2;Zafiro;Cave;Caza;2;14,29%;
213;Shuckle;Normal;Gen 2;Zafiro;Cave;Caza;3;14,29%;
213;Shuckle;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
213;Shuckle;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
213;Shuckle;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
213;Shuckle;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
213;Shuckle;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
214;Heracross;Normal;Gen 2;Ruby;Safari Zone;Caza;2;14,08%;
214;Heracross;Normal;Gen 2;Ruby;Safari Zone;Caza;3;14,08%;
214;Heracross;Normal;Gen 3;Ruby;Safari Zone;Caza;2;16,39%;
214;Heracross;Normal;Gen 3;Ruby;Safari Zone;Caza;3;16,39%;
214;Heracross;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
215;Sneasel;Normal;Gen 2;Ruby;Cave;Caza;2;14,29%;
215;Sneasel;Normal;Gen 2;Ruby;Cave;Caza;3;14,29%;
215;Sneasel;Normal;Gen 2;Zafiro;Cave;Caza;2;14,29%;
215;Sneasel;Normal;Gen 2;Zafiro;Cave;Caza;3;14,29%;
215;Sneasel;Normal;Gen 2;Zafiro;Wilderness;Caza;2;14,29%;
215;Sneasel;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
215;Sneasel;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
215;Sneasel;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
215;Sneasel;Normal;Gen 4;Ruby;Cave;Caza;3;14,08%;
215;Sneasel;Normal;Gen 4;Zafiro;Cave;Caza;3;14,08%;
215;Sneasel;Normal;Gen 4;Zafiro;Ice Cave;Caza;2;12,5%;
215;Sneasel;Normal;Gen 4;Zafiro;Ice Cave;Caza;3;12,5%;
215;Sneasel;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
215;Sneasel;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
215;Sneasel;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
215;Sneasel;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
216;Teddiursa;Normal;Gen 2;Ruby;Cave;Caza;2;14,29%;
216;Teddiursa;Normal;Gen 2;Ruby;Cave;Caza;3;14,29%;
216;Teddiursa;Normal;Gen 2;Zafiro;Cave;Caza;2;14,29%;
216;Teddiursa;Normal;Gen 2;Zafiro;Cave;Caza;3;14,29%;
216;Teddiursa;Normal;Gen 2;Zafiro;Wilderness;Caza;2;14,29%;
216;Teddiursa;Normal;Gen 2;Zafiro;Wilderness;Caza;3;12,5%;
216;Teddiursa;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
216;Teddiursa;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
216;Teddiursa;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
216;Teddiursa;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2 flechas
216;Teddiursa;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
217;Ursaring;Normal;;;;Evolucion;;;Evolucion de Teddiursa
218;Slugma;Normal;Gen 2;Ruby;Volcano;Caza;2;20%;
218;Slugma;Normal;Gen 2;Ruby;Volcano;Caza;3;19,61%;
218;Slugma;Normal;Gen 3;Ruby;Volcano;Caza;2;19,61%;
218;Slugma;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
219;Magcargo;Normal;;;;Evolucion;;;Evolucion de Slugma
220;Swinub;Normal;Gen 2;Ruby;Cave;Caza;2;14,29%;
220;Swinub;Normal;Gen 2;Ruby;Cave;Caza;3;14,29%;
220;Swinub;Normal;Gen 2;Zafiro;Cave;Caza;2;14,29%;
220;Swinub;Normal;Gen 2;Zafiro;Cave;Caza;3;14,29%;
220;Swinub;Normal;Gen 2;Zafiro;Ice Cave;Caza;2;12,5%;
220;Swinub;Normal;Gen 2;Zafiro;Ice Cave;Caza;3;12,5%;
220;Swinub;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
220;Swinub;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
220;Swinub;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
220;Swinub;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
220;Swinub;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
220;Swinub;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;4%;
220;Swinub;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;4%;
220;Swinub;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
220;Swinub;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
221;Piloswine;Normal;;;;Evolucion;;;Evolucion de Swinub
222;Corsola;Normal;Gen 2;Ruby;Ocean;Caza;2;14,29%;
222;Corsola;Normal;Gen 2;Ruby;Ocean;Caza;3;12,5%;
222;Corsola;Normal;Gen 2;Zafiro;Ocean;Caza;2;14,29%;
222;Corsola;Normal;Gen 2;Zafiro;Ocean;Caza;3;12,5%;
222;Corsola;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
222;Corsola;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
222;Corsola;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
222;Corsola;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
222;Corsola;Normal;Gen 2;Ruby;Cualquier zona;Huevo;;8%;
222;Corsola;Normal;Gen 2;Zafiro;Cualquier zona;Huevo;;8%;
222;Corsola;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
222;Corsola;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
222;Corsola;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
222;Corsola;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
223;Remoraid;Normal;Gen 2;Ruby;Ocean;Caza;2;14,29%;
223;Remoraid;Normal;Gen 2;Ruby;Ocean;Caza;3;12,5%;
223;Remoraid;Normal;Gen 2;Zafiro;Ocean;Caza;2;14,29%;
223;Remoraid;Normal;Gen 2;Zafiro;Ocean;Caza;3;12,5%;
223;Remoraid;Normal;Gen 2;Zafiro;Lake;Caza;2;14,29%;
223;Remoraid;Normal;Gen 2;Zafiro;Lake;Caza;3;14,29%;
223;Remoraid;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
